net_worths
10680.846716208458
10513.614174170496
10278.02388733864
10331.477990374566
10668.8801603508
10127.010159826277
9963.826301703455
9913.677191996578
9454.868329300882
9862.393116526604
10454.285999002455
10387.570449399947
10203.55336643696
10234.653606944086
10045.136828894616
10394.627251605989
10227.189747757911
10325.052244276998
10004.56184229374
10384.679037427903
10350.152211308483
10237.566061720849
10451.752795853617
10224.890817618372
10378.867206044199
9588.828774561882
10426.0257360363
10239.55183564186
10524.202120904925
10057.529471883774
10377.700068945886
9621.440125527382
10740.557899222375
10476.299471707343
10322.31697834015
9638.936925911907
9904.810903396605
10297.275410556793
10089.282785615922
10610.606939229965
10589.095605750086
10285.07086391926
10149.033957915308
9676.615818033219
9899.977596192359
10245.080855979922
9989.625847406387
10114.484998426438
10053.737855453493
10672.909776191711
11034.419081897737
9612.6339085722
9736.330893363953
10390.905141439438
10214.165636100768
10276.715318007467
10001.523811435698
9523.164588928224
10724.150416440965
11004.283324894906
10689.923545980453
10828.565054502486
9684.960539045333
10686.9433343935
10882.823843870166
10254.47320459843
10084.194831261635
10128.06192246914
10039.505896177294
10517.529323115348
10061.19524893284
9931.974308342935
10115.911976385116
10117.629181313516
9907.509313964845
9948.287890882493
9355.189947519304
10116.27290064335
10752.302510190011
10894.9785243988
10284.858810539246
10476.146052303313
10785.176903920175
10094.189557189942
10671.697464966775
10220.248847532275
9984.299199705125
10487.27974264145
9700.319790177344
10084.909044594764
9724.715995121005
9962.526531863214
10287.091211242676
10356.837149195671
9850.305793881416
10251.813813796045
10398.886132721904
10055.579112672809
10187.776966924668
10036.518215713504
