net_worths
12557.560927886962
13316.466818695068
11916.4429699707
13137.942056579592
11982.493434448243
12872.265469665523
13467.808095092772
12808.236546173099
12566.420314941402
12233.795344390866
11718.599871520993
13233.443507232661
12461.595592956544
12930.20121002197
13382.293387756346
12406.934410858157
13025.895626525878
11929.219551696779
13425.093238372803
12961.204895324705
12724.23384765625
12604.640828552247
13431.003979034424
11871.496694641115
13724.645625457764
12692.016873321534
12914.846137542723
13416.219317474364
13192.559075775142
13487.897227172853
12996.791199645995
12231.406774597168
12953.046960906984
12257.074705657957
11928.05628662109
13148.549551849363
12508.276105957033
12468.885638275146
13203.942564086912
12597.82922073364
13174.971768035886
13212.860385742186
12221.072084655762
13438.467177581788
12527.146298522954
12792.495308380127
12072.087932128903
12655.798490447994
11898.091967315673
12567.082960357666
12233.295953369141
13631.298381652834
12171.3497315979
13167.014373779295
12845.288954162597
12699.691955108647
13390.642897033691
12761.874163665769
13560.708842926024
12919.062245025636
12717.482080993654
12617.450147705076
12585.257494049067
12846.795095062254
12436.248186645505
12514.091803741458
13426.52642807007
12273.238406677248
11964.050631256101
13461.599131011963
12005.217586517338
12908.25942337036
12440.64078552246
12596.765208740231
13316.262944488524
12545.844124145508
11568.82414367676
12162.067498931883
11454.172688293456
13549.779900360107
13006.688800201415
12683.277747650149
12798.286316070553
12185.517861480712
12630.17873199463
12479.789233245852
13602.521177368162
12312.924191741942
13345.778731231689
12649.877053985594
12445.402025299069
12256.283427734372
12769.672517700195
13154.700120086673
12492.589687957763
12703.596430816651
11783.301088256836
11896.451264953615
12807.577572326662
12715.69035232544
